"X","X0","X1","X2","X3","X4","X5"
38373,1130713,"OVERSTOCK.COM, INC","10-K","2018-03-15","edgar/data/1130713/0001130713-18-000019.txt","edgar/data/1130713/0001130713-18-000019-index.html"
38445,1130758,"AEI INCOME & GROWTH FUND 24 LLC","10-K","2018-03-30","edgar/data/1130758/0001326321-18-000009.txt","edgar/data/1130758/0001326321-18-000009-index.html"
38449,1130889,"CANCER CAPITAL CORP","10-K","2018-03-23","edgar/data/1130889/0001554795-18-000059.txt","edgar/data/1130889/0001554795-18-000059-index.html"
38479,1131096,"ATHENAHEALTH INC","10-K","2018-02-01","edgar/data/1131096/0001131096-18-000022.txt","edgar/data/1131096/0001131096-18-000022-index.html"
38536,1131227,"HORNBECK OFFSHORE SERVICES INC /LA","10-K","2018-02-28","edgar/data/1131227/0001628280-18-002511.txt","edgar/data/1131227/0001628280-18-002511-index.html"
38576,1131312,"ZION OIL & GAS INC","10-K","2018-03-12","edgar/data/1131312/0001213900-18-002832.txt","edgar/data/1131312/0001213900-18-002832-index.html"
38598,1131324,"GENOMIC HEALTH INC","10-K","2018-03-14","edgar/data/1131324/0001558370-18-002061.txt","edgar/data/1131324/0001558370-18-002061-index.html"
38758,1131903,"SPECTRAL CAPITAL Corp","10-K","2018-03-19","edgar/data/1131903/0001096906-18-000152.txt","edgar/data/1131903/0001096906-18-000152-index.html"
38760,1132105,"SPORTSMAN'S WAREHOUSE HOLDINGS, INC.","10-K","2018-03-29","edgar/data/1132105/0001558370-18-002522.txt","edgar/data/1132105/0001558370-18-002522-index.html"
38832,1132651,"AMES NATIONAL CORP","10-K","2018-03-12","edgar/data/1132651/0001437749-18-004412.txt","edgar/data/1132651/0001437749-18-004412-index.html"
38926,1133311,"TRAVELZOO","10-K","2018-03-16","edgar/data/1133311/0001133311-18-000007.txt","edgar/data/1133311/0001133311-18-000007-index.html"
38938,1133416,"GALECTIN THERAPEUTICS INC","10-K","2018-03-29","edgar/data/1133416/0001193125-18-100592.txt","edgar/data/1133416/0001193125-18-100592-index.html"
38952,1133421,"NORTHROP GRUMMAN CORP /DE/","10-K","2018-01-29","edgar/data/1133421/0001133421-18-000005.txt","edgar/data/1133421/0001133421-18-000005-index.html"
39105,1133869,"CAPRICOR THERAPEUTICS, INC.","10-K","2018-03-22","edgar/data/1133869/0001144204-18-016468.txt","edgar/data/1133869/0001144204-18-016468-index.html"
39141,1134115,"INTERNATIONAL TOWER HILL MINES LTD","10-K","2018-03-16","edgar/data/1134115/0001279569-18-000460.txt","edgar/data/1134115/0001279569-18-000460-index.html"
39223,1135185,"ATLAS AIR WORLDWIDE HOLDINGS INC","10-K","2018-02-22","edgar/data/1135185/0001564590-18-002824.txt","edgar/data/1135185/0001564590-18-002824-index.html"
39264,1135202,"EL CAPITAN PRECIOUS METALS INC","10-K","2018-03-30","edgar/data/1135202/0001214659-18-002510.txt","edgar/data/1135202/0001214659-18-002510-index.html"
39301,1135657,"Eco-Stim Energy Solutions, Inc.","10-K","2018-03-19","edgar/data/1135657/0001493152-18-003573.txt","edgar/data/1135657/0001493152-18-003573-index.html"
39366,1135971,"PEPCO HOLDINGS LLC","10-K","2018-02-09","edgar/data/1135971/0001628280-18-001324.txt","edgar/data/1135971/0001628280-18-001324-index.html"
39371,1136174,"CATASYS, INC.","10-K","2018-03-07","edgar/data/1136174/0001437749-18-004095.txt","edgar/data/1136174/0001437749-18-004095-index.html"
39407,1136352,"Crestwood Equity Partners LP","10-K","2018-02-26","edgar/data/1136352/0001136352-18-000004.txt","edgar/data/1136352/0001136352-18-000004-index.html"
39469,1136869,"ZIMMER BIOMET HOLDINGS, INC.","10-K","2018-02-27","edgar/data/1136869/0001564590-18-003549.txt","edgar/data/1136869/0001564590-18-003549-index.html"
39518,1136893,"Fidelity National Information Services, Inc.","10-K","2018-02-22","edgar/data/1136893/0001136893-18-000011.txt","edgar/data/1136893/0001136893-18-000011-index.html"
39560,1137005,"CURATIVE BIOSCIENCES, INC.","10-K","2018-02-23","edgar/data/1137005/0001493152-18-002542.txt","edgar/data/1137005/0001493152-18-002542-index.html"
39766,1137547,"UNITED SECURITY BANCSHARES","10-K","2018-03-02","edgar/data/1137547/0001137547-18-000005.txt","edgar/data/1137547/0001137547-18-000005-index.html"
39800,1137774,"PRUDENTIAL FINANCIAL INC","10-K","2018-02-16","edgar/data/1137774/0001137774-18-000063.txt","edgar/data/1137774/0001137774-18-000063-index.html"
39933,1137883,"BRAINSTORM CELL THERAPEUTICS INC.","10-K","2018-03-08","edgar/data/1137883/0001144204-18-013470.txt","edgar/data/1137883/0001144204-18-013470-index.html"
39957,1138118,"CBRE GROUP, INC.","10-K","2018-03-01","edgar/data/1138118/0001564590-18-003991.txt","edgar/data/1138118/0001564590-18-003991-index.html"
40003,1138258,"GENON MID-ATLANTIC, LLC","10-K","2018-03-30","edgar/data/1138258/0001126294-18-000004.txt","edgar/data/1138258/0001126294-18-000004-index.html"
40035,1138639,"INFINERA Corp","10-K","2018-02-28","edgar/data/1138639/0001138639-18-000038.txt","edgar/data/1138639/0001138639-18-000038-index.html"
40073,1138776,"Aevi Genomic Medicine, Inc.","10-K","2018-03-13","edgar/data/1138776/0001144204-18-014238.txt","edgar/data/1138776/0001144204-18-014238-index.html"
40173,1139552,"WFN CREDIT CO LLC","10-K","2018-03-27","edgar/data/1139552/0001101215-18-000077.txt","edgar/data/1139552/0001101215-18-000077-index.html"
40184,1139812,"MB FINANCIAL INC /MD","10-K","2018-02-26","edgar/data/1139812/0001139812-18-000017.txt","edgar/data/1139812/0001139812-18-000017-index.html"
40276,1140096,"WORLD FINANCIAL NETWORK CREDIT CARD MASTER TRUST","10-K","2018-03-27","edgar/data/1140096/0001101215-18-000077.txt","edgar/data/1140096/0001101215-18-000077-index.html"
40279,1140102,"Command Center, Inc.","10-K","2018-03-29","edgar/data/1140102/0001654954-18-003383.txt","edgar/data/1140102/0001654954-18-003383-index.html"
40403,1140536,"WILLIS TOWERS WATSON PLC","10-K","2018-02-28","edgar/data/1140536/0001140536-18-000008.txt","edgar/data/1140536/0001140536-18-000008-index.html"
40484,1140761,"GENON AMERICAS GENERATION LLC","10-K","2018-03-30","edgar/data/1140761/0001126294-18-000004.txt","edgar/data/1140761/0001126294-18-000004-index.html"
40585,1141103,"CROSS COUNTRY HEALTHCARE INC","10-K","2018-03-02","edgar/data/1141103/0001628280-18-002702.txt","edgar/data/1141103/0001628280-18-002702-index.html"
40625,1141197,"PEDEVCO CORP","10-K","2018-03-29","edgar/data/1141197/0001654954-18-003379.txt","edgar/data/1141197/0001654954-18-003379-index.html"
40635,1141240,"LIQUIDMETAL TECHNOLOGIES INC","10-K","2018-03-06","edgar/data/1141240/0001437749-18-004036.txt","edgar/data/1141240/0001437749-18-004036-index.html"
40648,1141391,"Mastercard Inc","10-K","2018-02-14","edgar/data/1141391/0001141391-18-000009.txt","edgar/data/1141391/0001141391-18-000009-index.html"
40683,1141688,"LANDMARK BANCORP INC","10-K","2018-03-14","edgar/data/1141688/0001493152-18-003321.txt","edgar/data/1141688/0001493152-18-003321-index.html"
40722,1141807,"1ST CONSTITUTION BANCORP","10-K","2018-03-19","edgar/data/1141807/0001141807-18-000005.txt","edgar/data/1141807/0001141807-18-000005-index.html"
40875,1142412,"MISSION BROADCASTING INC","10-K","2018-03-23","edgar/data/1142412/0001564590-18-006689.txt","edgar/data/1142412/0001564590-18-006689-index.html"
40876,1142417,"NEXSTAR MEDIA GROUP, INC.","10-K","2018-03-01","edgar/data/1142417/0001564590-18-003921.txt","edgar/data/1142417/0001564590-18-003921-index.html"
40946,1142596,"NUVASIVE INC","10-K","2018-02-26","edgar/data/1142596/0001564590-18-003264.txt","edgar/data/1142596/0001564590-18-003264-index.html"
40992,1142750,"AMN HEALTHCARE SERVICES INC","10-K","2018-02-16","edgar/data/1142750/0001142750-18-000004.txt","edgar/data/1142750/0001142750-18-000004-index.html"
41027,1143068,"GREAT PLAINS ENERGY INC","10-K","2018-02-21","edgar/data/1143068/0001143068-18-000015.txt","edgar/data/1143068/0001143068-18-000015-index.html"
41382,1144519,"Bunge LTD","10-K","2018-02-23","edgar/data/1144519/0001144519-18-000008.txt","edgar/data/1144519/0001144519-18-000008-index.html"
41484,1144980,"ASBURY AUTOMOTIVE GROUP INC","10-K","2018-02-27","edgar/data/1144980/0001144980-18-000053.txt","edgar/data/1144980/0001144980-18-000053-index.html"
41555,1145057,"FORESCOUT TECHNOLOGIES, INC","10-K","2018-02-22","edgar/data/1145057/0001145057-18-000008.txt","edgar/data/1145057/0001145057-18-000008-index.html"
41600,1145197,"INSULET CORP","10-K","2018-02-22","edgar/data/1145197/0001145197-18-000004.txt","edgar/data/1145197/0001145197-18-000004-index.html"
41690,1145765,"GLOBAL MACRO TRUST","10-K","2018-03-29","edgar/data/1145765/0001615774-18-002184.txt","edgar/data/1145765/0001615774-18-002184-index.html"
41728,1145986,"ASPEN AEROGELS INC","10-K","2018-03-01","edgar/data/1145986/0001564590-18-004115.txt","edgar/data/1145986/0001564590-18-004115-index.html"
41838,11544,"BERKLEY W R CORP","10-K","2018-02-23","edgar/data/11544/0000011544-18-000012.txt","edgar/data/11544/0000011544-18-000012-index.html"
41859,1156039,"Anthem, Inc.","10-K","2018-02-21","edgar/data/1156039/0001156039-18-000003.txt","edgar/data/1156039/0001156039-18-000003-index.html"
41890,1156041,"HOUSTON AMERICAN ENERGY CORP","10-K","2018-03-30","edgar/data/1156041/0001493152-18-004278.txt","edgar/data/1156041/0001493152-18-004278-index.html"
41898,1156174,"LAKE AREA CORN PROCESSORS LLC","10-K","2018-03-02","edgar/data/1156174/0001156174-18-000006.txt","edgar/data/1156174/0001156174-18-000006-index.html"
41912,1156375,"CME GROUP INC.","10-K","2018-03-01","edgar/data/1156375/0001156375-18-000026.txt","edgar/data/1156375/0001156375-18-000026-index.html"
41954,1156388,"BIG 5 SPORTING GOODS Corp","10-K","2018-02-28","edgar/data/1156388/0001564590-18-003743.txt","edgar/data/1156388/0001564590-18-003743-index.html"
42077,1157601,"MADRIGAL PHARMACEUTICALS, INC.","10-K","2018-03-13","edgar/data/1157601/0001047469-18-001557.txt","edgar/data/1157601/0001047469-18-001557-index.html"
42091,1157647,"Western New England Bancorp, Inc.","10-K","2018-03-15","edgar/data/1157647/0001387131-18-001078.txt","edgar/data/1157647/0001387131-18-001078-index.html"
42137,1157762,"CHINA AUTOMOTIVE SYSTEMS INC","10-K","2018-03-29","edgar/data/1157762/0001144204-18-017693.txt","edgar/data/1157762/0001144204-18-017693-index.html"
42140,1157806,"ENCANA CORP","10-K","2018-02-26","edgar/data/1157806/0001193125-18-057708.txt","edgar/data/1157806/0001193125-18-057708-index.html"
42235,1157987,"MERRILL LYNCH DEPOSITOR INC PREFERREDPLUS TRUST SER CZN 1","10-K","2018-03-21","edgar/data/1157987/0001174947-18-000430.txt","edgar/data/1157987/0001174947-18-000430-index.html"
42259,1158114,"APPLIED OPTOELECTRONICS, INC.","10-K","2018-02-28","edgar/data/1158114/0001558370-18-001271.txt","edgar/data/1158114/0001558370-18-001271-index.html"
42293,1158172,"COMSCORE, INC.","10-K","2018-03-23","edgar/data/1158172/0001158172-18-000050.txt","edgar/data/1158172/0001158172-18-000050-index.html"
42325,1158324,"COGENT COMMUNICATIONS HOLDINGS, INC.","10-K","2018-02-23","edgar/data/1158324/0001047469-18-000988.txt","edgar/data/1158324/0001047469-18-000988-index.html"
42376,1158420,"CHINA HGS REAL ESTATE INC.","10-K","2018-01-03","edgar/data/1158420/0001144204-18-000327.txt","edgar/data/1158420/0001144204-18-000327-index.html"
42380,1158449,"ADVANCE AUTO PARTS INC","10-K","2018-02-21","edgar/data/1158449/0001158449-18-000039.txt","edgar/data/1158449/0001158449-18-000039-index.html"
42412,1158463,"JETBLUE AIRWAYS CORP","10-K","2018-02-16","edgar/data/1158463/0001158463-18-000018.txt","edgar/data/1158463/0001158463-18-000018-index.html"
42462,1158659,"PSEG POWER LLC","10-K","2018-02-26","edgar/data/1158659/0000788784-18-000004.txt","edgar/data/1158659/0000788784-18-000004-index.html"
42492,1158895,"LEMAITRE VASCULAR INC","10-K","2018-03-09","edgar/data/1158895/0001193125-18-076905.txt","edgar/data/1158895/0001193125-18-076905-index.html"
42514,1159036,"HALOZYME THERAPEUTICS INC","10-K","2018-02-20","edgar/data/1159036/0001159036-18-000011.txt","edgar/data/1159036/0001159036-18-000011-index.html"
42572,1159167,"IROBOT CORP","10-K","2018-02-16","edgar/data/1159167/0001159167-18-000004.txt","edgar/data/1159167/0001159167-18-000004-index.html"
42595,1159275,"KIWA BIO-TECH PRODUCTS GROUP CORP","10-K","2018-03-30","edgar/data/1159275/0001493152-18-004295.txt","edgar/data/1159275/0001493152-18-004295-index.html"
42596,1159281,"FIVE STAR SENIOR LIVING INC.","10-K","2018-03-21","edgar/data/1159281/0001159281-18-000007.txt","edgar/data/1159281/0001159281-18-000007-index.html"
42610,1159408,"FORD CREDIT FLOORPLAN MASTER OWNER TRUST A","10-K","2018-03-27","edgar/data/1159408/0001159408-18-000008.txt","edgar/data/1159408/0001159408-18-000008-index.html"
42902,1160308,"Savara Inc","10-K","2018-03-14","edgar/data/1160308/0001564590-18-005610.txt","edgar/data/1160308/0001564590-18-005610-index.html"
42942,1160661,"SOUTHERN POWER CO","10-K","2018-02-21","edgar/data/1160661/0000092122-18-000012.txt","edgar/data/1160661/0000092122-18-000012-index.html"
42952,1160791,"GOLD RESOURCE CORP","10-K","2018-03-08","edgar/data/1160791/0001558370-18-001714.txt","edgar/data/1160791/0001558370-18-001714-index.html"
43017,1160945,"NOVA STAR INNOVATIONS INC","10-K","2018-03-23","edgar/data/1160945/0001477932-18-001429.txt","edgar/data/1160945/0001477932-18-001429-index.html"
43019,1160958,"INPHI Corp","10-K","2018-02-28","edgar/data/1160958/0001437749-18-003532.txt","edgar/data/1160958/0001437749-18-003532-index.html"
43069,1161154,"Energy Transfer Partners, L.P.","10-K","2018-02-23","edgar/data/1161154/0001161154-18-000018.txt","edgar/data/1161154/0001161154-18-000018-index.html"
43093,1161364,"MEDIACOM BROADBAND LLC","10-K","2018-03-02","edgar/data/1161364/0001193125-18-068674.txt","edgar/data/1161364/0001193125-18-068674-index.html"
43096,1161366,"MEDIACOM BROADBAND CORP","10-K","2018-03-02","edgar/data/1161366/0001193125-18-068674.txt","edgar/data/1161366/0001193125-18-068674-index.html"
43107,1161582,"GROWLIFE, INC.","10-K","2018-03-28","edgar/data/1161582/0001654954-18-003286.txt","edgar/data/1161582/0001654954-18-003286-index.html"
43150,1161728,"MGE ENERGY INC","10-K","2018-02-23","edgar/data/1161728/0001161728-18-000003.txt","edgar/data/1161728/0001161728-18-000003-index.html"
43199,1162112,"RigNet, Inc.","10-K","2018-03-06","edgar/data/1162112/0001193125-18-072202.txt","edgar/data/1162112/0001193125-18-072202-index.html"
43251,1162194,"FLUIDIGM CORP","10-K","2018-03-08","edgar/data/1162194/0001162194-18-000032.txt","edgar/data/1162194/0001162194-18-000032-index.html"
43302,1162283,"MORGAN GROUP HOLDING CO","10-K","2018-03-23","edgar/data/1162283/0001206774-18-000929.txt","edgar/data/1162283/0001206774-18-000929-index.html"
43326,1162461,"CUTERA INC","10-K","2018-03-26","edgar/data/1162461/0001437749-18-005473.txt","edgar/data/1162461/0001437749-18-005473-index.html"
43340,1162556,"DOVER DOWNS GAMING & ENTERTAINMENT INC","10-K","2018-03-01","edgar/data/1162556/0001104659-18-014097.txt","edgar/data/1162556/0001104659-18-014097-index.html"
43365,1163165,"CONOCOPHILLIPS","10-K","2018-02-20","edgar/data/1163165/0001193125-18-049729.txt","edgar/data/1163165/0001193125-18-049729-index.html"
43425,1163199,"FNB BANCORP/CA/","10-K","2018-03-14","edgar/data/1163199/0001019056-18-000431.txt","edgar/data/1163199/0001019056-18-000431-index.html"
43457,1163302,"UNITED STATES STEEL CORP","10-K","2018-02-21","edgar/data/1163302/0001163302-18-000011.txt","edgar/data/1163302/0001163302-18-000011-index.html"
43535,1163321,"CAPITAL ONE MULTI ASSET EXECUTION TRUST","10-K","2018-03-30","edgar/data/1163321/0001193125-18-103167.txt","edgar/data/1163321/0001193125-18-103167-index.html"
43547,1163370,"NORTHRIM BANCORP INC","10-K","2018-03-13","edgar/data/1163370/0001163370-18-000006.txt","edgar/data/1163370/0001163370-18-000006-index.html"
43558,1163389,"NEW PEOPLES BANKSHARES INC","10-K","2018-03-23","edgar/data/1163389/0001721868-18-000198.txt","edgar/data/1163389/0001721868-18-000198-index.html"
43597,1163609,"SOUTH DAKOTA SOYBEAN PROCESSORS LLC","10-K","2018-03-21","edgar/data/1163609/0001163609-18-000008.txt","edgar/data/1163609/0001163609-18-000008-index.html"
43640,1163739,"NABORS INDUSTRIES LTD","10-K","2018-03-01","edgar/data/1163739/0001558370-18-001382.txt","edgar/data/1163739/0001558370-18-001382-index.html"
43753,1164727,"NEWMONT MINING CORP /DE/","10-K","2018-02-22","edgar/data/1164727/0001558370-18-000894.txt","edgar/data/1164727/0001558370-18-000894-index.html"
43850,1164863,"ENPRO INDUSTRIES, INC","10-K","2018-02-26","edgar/data/1164863/0001164863-18-000009.txt","edgar/data/1164863/0001164863-18-000009-index.html"
43899,1165002,"WESTWOOD HOLDINGS GROUP INC","10-K","2018-02-23","edgar/data/1165002/0001165002-18-000014.txt","edgar/data/1165002/0001165002-18-000014-index.html"
44019,1166003,"XPO Logistics, Inc.","10-K","2018-02-12","edgar/data/1166003/0001166003-18-000022.txt","edgar/data/1166003/0001166003-18-000022-index.html"
44054,1166126,"J C PENNEY CO INC","10-K","2018-03-19","edgar/data/1166126/0001166126-18-000014.txt","edgar/data/1166126/0001166126-18-000014-index.html"
44149,1166388,"VERINT SYSTEMS INC","10-K","2018-03-29","edgar/data/1166388/0001166388-18-000013.txt","edgar/data/1166388/0001166388-18-000013-index.html"
44189,1166691,"COMCAST CORP","10-K","2018-01-31","edgar/data/1166691/0001166691-18-000004.txt","edgar/data/1166691/0001166691-18-000004-index.html"
44281,1166928,"WEST BANCORPORATION INC","10-K","2018-03-01","edgar/data/1166928/0001166928-18-000014.txt","edgar/data/1166928/0001166928-18-000014-index.html"
44471,1167609,"BRIGHTHOUSE LIFE INSURANCE Co OF NY","10-K","2018-03-23","edgar/data/1167609/0001167609-18-000011.txt","edgar/data/1167609/0001167609-18-000011-index.html"
44514,1168054,"CIMAREX ENERGY CO","10-K","2018-02-23","edgar/data/1168054/0001168054-18-000004.txt","edgar/data/1168054/0001168054-18-000004-index.html"
44572,1168165,"EXELON GENERATION CO LLC","10-K","2018-02-09","edgar/data/1168165/0001628280-18-001324.txt","edgar/data/1168165/0001628280-18-001324-index.html"
44582,1168220,"ULURU Inc.","10-K","2018-03-30","edgar/data/1168220/0001168220-18-000008.txt","edgar/data/1168220/0001168220-18-000008-index.html"
44590,1168455,"PLUMAS BANCORP","10-K","2018-03-12","edgar/data/1168455/0001437749-18-004387.txt","edgar/data/1168455/0001437749-18-004387-index.html"
44637,1168696,"REGAL ENTERTAINMENT GROUP","10-K","2018-03-01","edgar/data/1168696/0001168696-18-000003.txt","edgar/data/1168696/0001168696-18-000003-index.html"
44749,1169055,"NOBLE CORP","10-K","2018-02-23","edgar/data/1169055/0001628280-18-002128.txt","edgar/data/1169055/0001628280-18-002128-index.html"
44793,1169264,"SYNIVERSE HOLDINGS INC","10-K","2018-03-14","edgar/data/1169264/0001169264-18-000014.txt","edgar/data/1169264/0001169264-18-000014-index.html"
44812,1169445,"COMPUTER PROGRAMS & SYSTEMS INC","10-K","2018-03-14","edgar/data/1169445/0001169445-18-000006.txt","edgar/data/1169445/0001169445-18-000006-index.html"
44933,1169652,"CHANNELADVISOR CORP","10-K","2018-02-13","edgar/data/1169652/0001169652-18-000011.txt","edgar/data/1169652/0001169652-18-000011-index.html"
44973,1169770,"BANC OF CALIFORNIA, INC.","10-K","2018-02-28","edgar/data/1169770/0001169770-18-000004.txt","edgar/data/1169770/0001169770-18-000004-index.html"
45008,1169987,"HTG MOLECULAR DIAGNOSTICS, INC","10-K","2018-03-23","edgar/data/1169987/0001564590-18-006602.txt","edgar/data/1169987/0001564590-18-006602-index.html"
45030,1169988,"BOINGO WIRELESS INC","10-K","2018-03-12","edgar/data/1169988/0001047469-18-001548.txt","edgar/data/1169988/0001047469-18-001548-index.html"
45118,1170534,"MITEL NETWORKS CORP","10-K","2018-02-28","edgar/data/1170534/0001193125-18-061717.txt","edgar/data/1170534/0001193125-18-061717-index.html"
45232,1170991,"DCT Industrial Trust Inc.","10-K","2018-02-16","edgar/data/1170991/0001170991-18-000006.txt","edgar/data/1170991/0001170991-18-000006-index.html"
45265,1171040,"FIRST NATIONAL FUNDING LLC","10-K","2018-03-29","edgar/data/1171040/0001193125-18-100929.txt","edgar/data/1171040/0001193125-18-100929-index.html"
45314,1171486,"NATURAL RESOURCE PARTNERS LP","10-K","2018-03-01","edgar/data/1171486/0001171486-18-000014.txt","edgar/data/1171486/0001171486-18-000014-index.html"
45344,1171662,"TRIPLE-S MANAGEMENT CORP","10-K","2018-03-07","edgar/data/1171662/0001140361-18-012454.txt","edgar/data/1171662/0001140361-18-012454-index.html"
45375,1171759,"RED ROBIN GOURMET BURGERS INC","10-K","2018-02-27","edgar/data/1171759/0001171759-18-000007.txt","edgar/data/1171759/0001171759-18-000007-index.html"
45424,1171825,"CIT GROUP INC","10-K","2018-02-23","edgar/data/1171825/0001628280-18-002139.txt","edgar/data/1171825/0001628280-18-002139-index.html"
45498,1172052,"SAFETY INSURANCE GROUP INC","10-K","2018-02-28","edgar/data/1172052/0001172052-18-000007.txt","edgar/data/1172052/0001172052-18-000007-index.html"
45527,1172136,"US GEOTHERMAL INC","10-K","2018-03-08","edgar/data/1172136/0001062993-18-001121.txt","edgar/data/1172136/0001062993-18-001121-index.html"
45537,1172139,"BILL BARRETT CORP","10-K","2018-02-27","edgar/data/1172139/0001172139-18-000043.txt","edgar/data/1172139/0001172139-18-000043-index.html"
45592,1172222,"HAWAIIAN HOLDINGS INC","10-K","2018-02-13","edgar/data/1172222/0001172222-18-000017.txt","edgar/data/1172222/0001172222-18-000017-index.html"
45643,1172358,"DORCHESTER MINERALS, L.P.","10-K","2018-03-08","edgar/data/1172358/0001437749-18-004162.txt","edgar/data/1172358/0001437749-18-004162-index.html"
45673,1172631,"Sunworks, Inc.","10-K","2018-03-28","edgar/data/1172631/0001493152-18-004031.txt","edgar/data/1172631/0001493152-18-004031-index.html"
45688,1172706,"UNIROYAL GLOBAL ENGINEERED PRODUCTS, INC.","10-K","2018-03-19","edgar/data/1172706/0001214659-18-002228.txt","edgar/data/1172706/0001214659-18-002228-index.html"
45747,1173313,"American BriVision (Holding) Corp","10-K","2018-01-16","edgar/data/1173313/0001213900-18-000537.txt","edgar/data/1173313/0001213900-18-000537-index.html"
45757,1173420,"NOVAGOLD RESOURCES INC","10-K","2018-01-24","edgar/data/1173420/0001171843-18-000607.txt","edgar/data/1173420/0001171843-18-000607-index.html"
45817,1173489,"CEVA INC","10-K","2018-03-01","edgar/data/1173489/0001193125-18-067193.txt","edgar/data/1173489/0001193125-18-067193-index.html"
45849,1173514,"HYSTER-YALE MATERIALS HANDLING, INC.","10-K","2018-02-27","edgar/data/1173514/0001173514-18-000014.txt","edgar/data/1173514/0001173514-18-000014-index.html"
46011,1173911,"ENBRIDGE ENERGY MANAGEMENT L L C","10-K","2018-02-16","edgar/data/1173911/0001173911-18-000003.txt","edgar/data/1173911/0001173911-18-000003-index.html"
46146,1174821,"CHASE ISSUANCE TRUST","10-K","2018-03-29","edgar/data/1174821/0001193125-18-101841.txt","edgar/data/1174821/0001193125-18-101841-index.html"
46152,1174850,"NICOLET BANKSHARES INC","10-K","2018-03-07","edgar/data/1174850/0001144204-18-013359.txt","edgar/data/1174850/0001144204-18-013359-index.html"
46174,1174891,"RealSource Residential, Inc","10-K","2018-03-28","edgar/data/1174891/0001493152-18-004019.txt","edgar/data/1174891/0001493152-18-004019-index.html"
46175,1174922,"WYNN RESORTS LTD","10-K","2018-02-28","edgar/data/1174922/0001174922-18-000019.txt","edgar/data/1174922/0001174922-18-000019-index.html"
46210,1174940,"ORAGENICS INC","10-K","2018-02-16","edgar/data/1174940/0001193125-18-048564.txt","edgar/data/1174940/0001193125-18-048564-index.html"
46261,1175151,"Cytosorbents Corp","10-K","2018-03-08","edgar/data/1175151/0001144204-18-013618.txt","edgar/data/1175151/0001144204-18-013618-index.html"
46310,1175454,"FLEETCOR TECHNOLOGIES INC","10-K","2018-03-01","edgar/data/1175454/0001175454-18-000007.txt","edgar/data/1175454/0001175454-18-000007-index.html"
46337,1175483,"Drive Shack Inc.","10-K","2018-03-14","edgar/data/1175483/0001175483-18-000004.txt","edgar/data/1175483/0001175483-18-000004-index.html"
46345,1175505,"FIVE PRIME THERAPEUTICS INC","10-K","2018-02-27","edgar/data/1175505/0001564590-18-003511.txt","edgar/data/1175505/0001564590-18-003511-index.html"
46378,1175535,"Whitestone REIT","10-K","2018-03-06","edgar/data/1175535/0001175535-18-000008.txt","edgar/data/1175535/0001175535-18-000008-index.html"
46418,1175609,"CAVIUM, INC.","10-K","2018-03-01","edgar/data/1175609/0001564590-18-004100.txt","edgar/data/1175609/0001564590-18-004100-index.html"
46639,1176334,"MARTIN MIDSTREAM PARTNERS LP","10-K","2018-02-16","edgar/data/1176334/0001176334-18-000024.txt","edgar/data/1176334/0001176334-18-000024-index.html"
46679,1176373,"TIER REIT INC","10-K","2018-02-12","edgar/data/1176373/0001176373-18-000035.txt","edgar/data/1176373/0001176373-18-000035-index.html"
46720,1176948,"ARES MANAGEMENT LP","10-K","2018-03-01","edgar/data/1176948/0001628280-18-002576.txt","edgar/data/1176948/0001628280-18-002576-index.html"
46860,1177394,"SYNNEX CORP","10-K","2018-01-29","edgar/data/1177394/0001177394-18-000010.txt","edgar/data/1177394/0001177394-18-000010-index.html"
46905,1177609,"FIVE BELOW, INC","10-K","2018-03-22","edgar/data/1177609/0001177609-18-000008.txt","edgar/data/1177609/0001177609-18-000008-index.html"
46951,1177702,"SAIA INC","10-K","2018-02-22","edgar/data/1177702/0001564590-18-002882.txt","edgar/data/1177702/0001564590-18-002882-index.html"
47002,1178049,"USAA ACCEPTANCE LLC","10-K","2018-03-28","edgar/data/1178049/0001193125-18-099143.txt","edgar/data/1178049/0001193125-18-099143-index.html"
47003,1178049,"USAA ACCEPTANCE LLC","10-K","2018-03-28","edgar/data/1178049/0001193125-18-099148.txt","edgar/data/1178049/0001193125-18-099148-index.html"
47004,1178049,"USAA ACCEPTANCE LLC","10-K","2018-03-28","edgar/data/1178049/0001193125-18-099156.txt","edgar/data/1178049/0001193125-18-099156-index.html"
47024,1178253,"SCYNEXIS INC","10-K","2018-03-13","edgar/data/1178253/0001564590-18-005461.txt","edgar/data/1178253/0001564590-18-005461-index.html"
47097,1178670,"ALNYLAM PHARMACEUTICALS, INC.","10-K","2018-02-15","edgar/data/1178670/0001564590-18-002152.txt","edgar/data/1178670/0001564590-18-002152-index.html"
47137,1178711,"Paratek Pharmaceuticals, Inc.","10-K","2018-03-06","edgar/data/1178711/0001564590-18-004551.txt","edgar/data/1178711/0001564590-18-004551-index.html"
47168,1178727,"DRONE AVIATION HOLDING CORP.","10-K","2018-03-23","edgar/data/1178727/0001213900-18-003379.txt","edgar/data/1178727/0001213900-18-003379-index.html"
47196,1178879,"AMICUS THERAPEUTICS INC","10-K","2018-03-01","edgar/data/1178879/0001047469-18-001199.txt","edgar/data/1178879/0001047469-18-001199-index.html"
47239,1178970,"PROVIDENT FINANCIAL SERVICES INC","10-K","2018-03-01","edgar/data/1178970/0001628280-18-002619.txt","edgar/data/1178970/0001628280-18-002619-index.html"
