"X","X0","X1","X2","X3","X4","X5"
47294,1179060,"EnLink Midstream Partners, LP","10-K","2018-02-21","edgar/data/1179060/0001179060-18-000003.txt","edgar/data/1179060/0001179060-18-000003-index.html"
47492,1179929,"MOLINA HEALTHCARE INC","10-K","2018-03-01","edgar/data/1179929/0001179929-18-000040.txt","edgar/data/1179929/0001179929-18-000040-index.html"
47666,1180262,"HERBALIFE LTD.","10-K","2018-02-22","edgar/data/1180262/0001564590-18-002880.txt","edgar/data/1180262/0001564590-18-002880-index.html"
48090,1181749,"Granite Falls Energy, LLC","10-K","2018-01-30","edgar/data/1181749/0001181749-18-000002.txt","edgar/data/1181749/0001181749-18-000002-index.html"
48288,1182534,"VOLKSWAGEN AUTO LEASE/LOAN UNDERWRITTEN FUNDING, LLC","10-K","2018-03-30","edgar/data/1182534/0001193125-18-102939.txt","edgar/data/1182534/0001193125-18-102939-index.html"
48356,1183082,"GENESIS FINANCIAL INC","10-K","2018-02-14","edgar/data/1183082/0001052918-18-000034.txt","edgar/data/1183082/0001052918-18-000034-index.html"
48571,1183765,"Molecular Templates, Inc.","10-K","2018-03-30","edgar/data/1183765/0001564590-18-007268.txt","edgar/data/1183765/0001564590-18-007268-index.html"
49226,1185198,"AEI INCOME & GROWTH FUND 25 LLC","10-K","2018-03-30","edgar/data/1185198/0001326321-18-000011.txt","edgar/data/1185198/0001326321-18-000011-index.html"
49259,1185348,"PRA GROUP INC","10-K","2018-02-28","edgar/data/1185348/0001185348-18-000008.txt","edgar/data/1185348/0001185348-18-000008-index.html"
49585,1186258,"ATEL CAPITAL EQUIPMENT FUND X LLC","10-K","2018-03-27","edgar/data/1186258/0001144204-18-016949.txt","edgar/data/1186258/0001144204-18-016949-index.html"
50022,1187953,"CREATIVE MEDICAL TECHNOLOGY HOLDINGS, INC.","10-K","2018-03-29","edgar/data/1187953/0001144204-18-017967.txt","edgar/data/1187953/0001144204-18-017967-index.html"
50647,1190370,"INNOVATIVE DESIGNS INC","10-K","2018-01-29","edgar/data/1190370/0001615774-18-000604.txt","edgar/data/1190370/0001615774-18-000604-index.html"
51117,1192448,"GLAUKOS Corp","10-K","2018-02-28","edgar/data/1192448/0001558370-18-001301.txt","edgar/data/1192448/0001558370-18-001301-index.html"
51323,1193311,"ONCOR ELECTRIC DELIVERY CO LLC","10-K","2018-02-23","edgar/data/1193311/0001193311-18-000005.txt","edgar/data/1193311/0001193311-18-000005-index.html"
51882,1195734,"POTBELLY CORP","10-K","2018-02-28","edgar/data/1195734/0001564590-18-003783.txt","edgar/data/1195734/0001564590-18-003783-index.html"
51941,1195933,"INFINITY PROPERTY & CASUALTY CORP","10-K","2018-02-15","edgar/data/1195933/0001195933-18-000012.txt","edgar/data/1195933/0001195933-18-000012-index.html"
52040,1196298,"NEPHROS INC","10-K","2018-02-26","edgar/data/1196298/0001493152-18-002569.txt","edgar/data/1196298/0001493152-18-002569-index.html"
52092,1196501,"HMS HOLDINGS CORP","10-K","2018-02-27","edgar/data/1196501/0001171843-18-001503.txt","edgar/data/1196501/0001171843-18-001503-index.html"
53008,1200375,"CODEXIS INC","10-K","2018-03-15","edgar/data/1200375/0001200375-18-000009.txt","edgar/data/1200375/0001200375-18-000009-index.html"
53318,1201792,"AMERICAN PUBLIC EDUCATION INC","10-K","2018-02-27","edgar/data/1201792/0001201792-18-000003.txt","edgar/data/1201792/0001201792-18-000003-index.html"
54224,1206264,"TEMPUR SEALY INTERNATIONAL, INC.","10-K","2018-03-01","edgar/data/1206264/0001206264-18-000033.txt","edgar/data/1206264/0001206264-18-000033-index.html"
54835,1209028,"Arlington Asset Investment Corp.","10-K","2018-02-16","edgar/data/1209028/0001564590-18-002354.txt","edgar/data/1209028/0001564590-18-002354-index.html"
55026,1209709,"CERES TACTICAL SYSTEMATIC L.P.","10-K","2018-03-28","edgar/data/1209709/0001193125-18-099063.txt","edgar/data/1209709/0001193125-18-099063-index.html"
55195,1210708,"Hudson Global, Inc.","10-K","2018-03-01","edgar/data/1210708/0001210708-18-000017.txt","edgar/data/1210708/0001210708-18-000017-index.html"
55498,1211583,"FENNEC PHARMACEUTICALS INC.","10-K","2018-03-28","edgar/data/1211583/0001144204-18-017571.txt","edgar/data/1211583/0001144204-18-017571-index.html"
55588,1211805,"My Size, Inc.","10-K","2018-03-21","edgar/data/1211805/0001213900-18-003274.txt","edgar/data/1211805/0001213900-18-003274-index.html"
55719,1212458,"PROOFPOINT INC","10-K","2018-02-23","edgar/data/1212458/0001212458-18-000001.txt","edgar/data/1212458/0001212458-18-000001-index.html"
55778,1212545,"WESTERN ALLIANCE BANCORPORATION","10-K","2018-02-26","edgar/data/1212545/0001212545-18-000091.txt","edgar/data/1212545/0001212545-18-000091-index.html"
55889,1213037,"Trovagene, Inc.","10-K","2018-02-26","edgar/data/1213037/0001628280-18-002226.txt","edgar/data/1213037/0001628280-18-002226-index.html"
56020,1213660,"NF Energy Saving Corp","10-K","2018-03-30","edgar/data/1213660/0001144204-18-018116.txt","edgar/data/1213660/0001144204-18-018116-index.html"
56244,1214816,"AXIS CAPITAL HOLDINGS LTD","10-K","2018-02-28","edgar/data/1214816/0001214816-18-000019.txt","edgar/data/1214816/0001214816-18-000019-index.html"
56889,1217234,"CareDx, Inc.","10-K","2018-03-22","edgar/data/1217234/0001564590-18-006584.txt","edgar/data/1217234/0001564590-18-006584-index.html"
57364,1218683,"Wize Pharma, Inc.","10-K","2018-03-29","edgar/data/1218683/0001213900-18-003682.txt","edgar/data/1218683/0001213900-18-003682-index.html"
57565,1219601,"CROWN HOLDINGS INC","10-K","2018-02-26","edgar/data/1219601/0001219601-18-000009.txt","edgar/data/1219601/0001219601-18-000009-index.html"
57842,1220754,"PROVIDENCE SERVICE CORP","10-K","2018-03-09","edgar/data/1220754/0001220754-18-000026.txt","edgar/data/1220754/0001220754-18-000026-index.html"
58309,1222840,"RETAIL PROPERTIES OF AMERICA, INC.","10-K","2018-02-14","edgar/data/1222840/0001222840-18-000008.txt","edgar/data/1222840/0001222840-18-000008-index.html"
58460,1223444,"STRUCTURED OBLIGATIONS CORP SELECT NOTES TRUST LT SER 2003-1","10-K","2018-03-29","edgar/data/1223444/0001068238-18-000087.txt","edgar/data/1223444/0001068238-18-000087-index.html"
58548,1223786,"NuStar GP Holdings, LLC","10-K","2018-03-01","edgar/data/1223786/0001223786-18-000004.txt","edgar/data/1223786/0001223786-18-000004-index.html"
58589,12239,"SPHERIX INC","10-K","2018-03-30","edgar/data/12239/0001615774-18-002232.txt","edgar/data/12239/0001615774-18-002232-index.html"
58665,1224133,"MARCHEX INC","10-K","2018-03-14","edgar/data/1224133/0001564590-18-005637.txt","edgar/data/1224133/0001564590-18-005637-index.html"
58745,1224608,"CNO Financial Group, Inc.","10-K","2018-02-23","edgar/data/1224608/0001224608-18-000011.txt","edgar/data/1224608/0001224608-18-000011-index.html"
58902,1225307,"IBM CREDIT LLC","10-K","2018-03-01","edgar/data/1225307/0001104659-18-014096.txt","edgar/data/1225307/0001104659-18-014096-index.html"
59021,1226006,"RFS HOLDING LLC","10-K","2018-03-30","edgar/data/1226006/0001144204-18-018068.txt","edgar/data/1226006/0001144204-18-018068-index.html"
59108,1226616,"MEDICINOVA INC","10-K","2018-02-13","edgar/data/1226616/0001564590-18-001957.txt","edgar/data/1226616/0001564590-18-001957-index.html"
59153,1227025,"NEOPHOTONICS CORP","10-K","2018-03-09","edgar/data/1227025/0001227025-18-000009.txt","edgar/data/1227025/0001227025-18-000009-index.html"
59182,1227090,"STRUCTURED OBLIGATIONS CORP SELECT NOTES TRUST LT SER 2003-2","10-K","2018-03-29","edgar/data/1227090/0001068238-18-000085.txt","edgar/data/1227090/0001068238-18-000085-index.html"
59255,1227265,"CERES ORION L.P.","10-K","2018-03-28","edgar/data/1227265/0001193125-18-099113.txt","edgar/data/1227265/0001193125-18-099113-index.html"
59260,1227268,"Managed Futures Premier Energy Fund L.P. II","10-K","2018-03-28","edgar/data/1227268/0001193125-18-098940.txt","edgar/data/1227268/0001193125-18-098940-index.html"
59319,1227500,"EQUITY BANCSHARES INC","10-K","2018-03-16","edgar/data/1227500/0001564590-18-006075.txt","edgar/data/1227500/0001564590-18-006075-index.html"
59377,1227654,"COMPASS MINERALS INTERNATIONAL INC","10-K","2018-02-27","edgar/data/1227654/0001227654-18-000031.txt","edgar/data/1227654/0001227654-18-000031-index.html"
59541,1228454,"BCB BANCORP INC","10-K","2018-03-06","edgar/data/1228454/0001228454-18-000002.txt","edgar/data/1228454/0001228454-18-000002-index.html"
59585,1228627,"REXAHN PHARMACEUTICALS, INC.","10-K","2018-03-09","edgar/data/1228627/0001140361-18-012817.txt","edgar/data/1228627/0001140361-18-012817-index.html"
59879,1230058,"KAANAPALI LAND LLC","10-K","2018-03-29","edgar/data/1230058/0000892626-18-000064.txt","edgar/data/1230058/0000892626-18-000064-index.html"
59907,1230245,"PIPER JAFFRAY COMPANIES","10-K","2018-02-26","edgar/data/1230245/0001230245-18-000034.txt","edgar/data/1230245/0001230245-18-000034-index.html"
59942,1230276,"Pandora Media, Inc.","10-K","2018-02-26","edgar/data/1230276/0001230276-18-000019.txt","edgar/data/1230276/0001230276-18-000019-index.html"
60315,1232524,"Jazz Pharmaceuticals plc","10-K","2018-02-27","edgar/data/1232524/0001232524-18-000018.txt","edgar/data/1232524/0001232524-18-000018-index.html"
60359,1232582,"ASHFORD HOSPITALITY TRUST INC","10-K","2018-03-14","edgar/data/1232582/0001232582-18-000011.txt","edgar/data/1232582/0001232582-18-000011-index.html"
60649,1234006,"GLADSTONE COMMERCIAL CORP","10-K","2018-02-14","edgar/data/1234006/0001234006-18-000003.txt","edgar/data/1234006/0001234006-18-000003-index.html"
60817,1235007,"ENDOCYTE INC","10-K","2018-02-27","edgar/data/1235007/0001558370-18-001164.txt","edgar/data/1235007/0001558370-18-001164-index.html"
60852,1235010,"MOMENTA PHARMACEUTICALS INC","10-K","2018-02-26","edgar/data/1235010/0001235010-18-000004.txt","edgar/data/1235010/0001235010-18-000004-index.html"
61109,1236275,"SilverSun Technologies, Inc.","10-K","2018-03-26","edgar/data/1236275/0001185185-18-000498.txt","edgar/data/1236275/0001185185-18-000498-index.html"
61443,1237746,"Endurance International Group Holdings, Inc.","10-K","2018-02-22","edgar/data/1237746/0001628280-18-002065.txt","edgar/data/1237746/0001628280-18-002065-index.html"
61467,1237831,"GLOBUS MEDICAL INC","10-K","2018-02-22","edgar/data/1237831/0001237831-18-000012.txt","edgar/data/1237831/0001237831-18-000012-index.html"
61871,1239819,"LUNA INNOVATIONS INC","10-K","2018-03-21","edgar/data/1239819/0001239819-18-000008.txt","edgar/data/1239819/0001239819-18-000008-index.html"
61924,12400,"BLACK HILLS POWER INC","10-K","2018-02-27","edgar/data/12400/0000012400-18-000006.txt","edgar/data/12400/0000012400-18-000006-index.html"
62728,1245791,"GI DYNAMICS, INC.","10-K","2018-03-28","edgar/data/1245791/0001564590-18-006988.txt","edgar/data/1245791/0001564590-18-006988-index.html"
63657,1251769,"Apollo Endosurgery, Inc.","10-K","2018-03-01","edgar/data/1251769/0001251769-18-000012.txt","edgar/data/1251769/0001251769-18-000012-index.html"
63790,1252849,"COLUMBIA PROPERTY TRUST, INC.","10-K","2018-02-15","edgar/data/1252849/0001252849-18-000029.txt","edgar/data/1252849/0001252849-18-000029-index.html"
63881,1253317,"OLD LINE BANCSHARES INC","10-K","2018-03-09","edgar/data/1253317/0001171843-18-001803.txt","edgar/data/1253317/0001171843-18-001803-index.html"
63991,1253689,"GLYCOMIMETICS INC","10-K","2018-03-06","edgar/data/1253689/0001558370-18-001553.txt","edgar/data/1253689/0001558370-18-001553-index.html"
64048,1253986,"ARBOR REALTY TRUST INC","10-K","2018-02-23","edgar/data/1253986/0001047469-18-000985.txt","edgar/data/1253986/0001047469-18-000985-index.html"
64174,1254699,"QVC INC","10-K","2018-03-02","edgar/data/1254699/0001254699-18-000002.txt","edgar/data/1254699/0001254699-18-000002-index.html"
64250,1255474,"WHITING PETROLEUM CORP","10-K","2018-02-22","edgar/data/1255474/0001255474-18-000008.txt","edgar/data/1255474/0001255474-18-000008-index.html"
64307,1255604,"STRUCTURED OBLIGATIONS CORP LONG TERM CERT SER 2003 3","10-K","2018-03-29","edgar/data/1255604/0001068238-18-000086.txt","edgar/data/1255604/0001068238-18-000086-index.html"
64631,1257640,"KRONOS WORLDWIDE INC","10-K","2018-03-12","edgar/data/1257640/0001564590-18-005295.txt","edgar/data/1257640/0001564590-18-005295-index.html"
64773,1258602,"NELNET INC","10-K","2018-02-27","edgar/data/1258602/0001258602-18-000021.txt","edgar/data/1258602/0001258602-18-000021-index.html"
64915,1259429,"TICC Capital Corp.","10-K","2018-03-01","edgar/data/1259429/0001615774-18-001548.txt","edgar/data/1259429/0001615774-18-001548-index.html"
64940,1259515,"CONTROL4 CORP","10-K","2018-02-15","edgar/data/1259515/0001558370-18-000725.txt","edgar/data/1259515/0001558370-18-000725-index.html"
65090,1260125,"HYUNDAI ABS FUNDING LLC","10-K","2018-03-22","edgar/data/1260125/0001144204-18-016388.txt","edgar/data/1260125/0001144204-18-016388-index.html"
65091,1260125,"HYUNDAI ABS FUNDING LLC","10-K","2018-03-22","edgar/data/1260125/0001144204-18-016390.txt","edgar/data/1260125/0001144204-18-016390-index.html"
65092,1260125,"HYUNDAI ABS FUNDING LLC","10-K","2018-03-22","edgar/data/1260125/0001144204-18-016395.txt","edgar/data/1260125/0001144204-18-016395-index.html"
65093,1260125,"HYUNDAI ABS FUNDING LLC","10-K","2018-03-22","edgar/data/1260125/0001144204-18-016397.txt","edgar/data/1260125/0001144204-18-016397-index.html"
65094,1260125,"HYUNDAI ABS FUNDING LLC","10-K","2018-03-22","edgar/data/1260125/0001144204-18-016401.txt","edgar/data/1260125/0001144204-18-016401-index.html"
65095,1260125,"HYUNDAI ABS FUNDING LLC","10-K","2018-03-22","edgar/data/1260125/0001144204-18-016403.txt","edgar/data/1260125/0001144204-18-016403-index.html"
65096,1260125,"HYUNDAI ABS FUNDING LLC","10-K","2018-03-22","edgar/data/1260125/0001144204-18-016407.txt","edgar/data/1260125/0001144204-18-016407-index.html"
65097,1260125,"HYUNDAI ABS FUNDING LLC","10-K","2018-03-22","edgar/data/1260125/0001144204-18-016412.txt","edgar/data/1260125/0001144204-18-016412-index.html"
65098,1260125,"HYUNDAI ABS FUNDING LLC","10-K","2018-03-22","edgar/data/1260125/0001144204-18-016417.txt","edgar/data/1260125/0001144204-18-016417-index.html"
65256,1260968,"MARLIN BUSINESS SERVICES CORP","10-K","2018-03-09","edgar/data/1260968/0001193125-18-077538.txt","edgar/data/1260968/0001193125-18-077538-index.html"
65284,1260990,"GTX INC /DE/","10-K","2018-03-13","edgar/data/1260990/0001047469-18-001564.txt","edgar/data/1260990/0001047469-18-001564-index.html"
65341,1261249,"AGILE THERAPEUTICS INC","10-K","2018-03-12","edgar/data/1261249/0001047469-18-001539.txt","edgar/data/1261249/0001047469-18-001539-index.html"
65516,1262039,"FORTINET INC","10-K","2018-02-26","edgar/data/1262039/0001262039-18-000009.txt","edgar/data/1262039/0001262039-18-000009-index.html"
65611,1262823,"WESTLAKE CHEMICAL CORP","10-K","2018-02-21","edgar/data/1262823/0001262823-18-000008.txt","edgar/data/1262823/0001262823-18-000008-index.html"
65806,1263762,"SELECT BANCORP, INC.","10-K","2018-03-16","edgar/data/1263762/0001144204-18-015275.txt","edgar/data/1263762/0001144204-18-015275-index.html"
65877,1264157,"STRUCTURED OBLIGATIONS CORP LONG TERM CERTS SER 2003-4","10-K","2018-03-29","edgar/data/1264157/0001068238-18-000084.txt","edgar/data/1264157/0001068238-18-000084-index.html"
65924,1264587,"STEMLINE THERAPEUTICS INC","10-K","2018-03-16","edgar/data/1264587/0001104659-18-018361.txt","edgar/data/1264587/0001104659-18-018361-index.html"
66001,1265107,"MONITRONICS INTERNATIONAL INC","10-K","2018-03-07","edgar/data/1265107/0001265107-18-000013.txt","edgar/data/1265107/0001265107-18-000013-index.html"
66013,1265131,"Hilltop Holdings Inc.","10-K","2018-02-15","edgar/data/1265131/0001558370-18-000726.txt","edgar/data/1265131/0001558370-18-000726-index.html"
66098,1265572,"KONA GRILL INC","10-K","2018-03-22","edgar/data/1265572/0001437749-18-005245.txt","edgar/data/1265572/0001437749-18-005245-index.html"
66155,1265848,"US VR Global.com Inc.","10-K","2018-03-29","edgar/data/1265848/0001493152-18-004100.txt","edgar/data/1265848/0001493152-18-004100-index.html"
66257,1266806,"SECOND SIGHT MEDICAL PRODUCTS INC","10-K","2018-03-20","edgar/data/1266806/0001615774-18-002008.txt","edgar/data/1266806/0001615774-18-002008-index.html"
66279,1266832,"LEHMAN ABS CORP BACKED TRUST CERTS SER 2001-8","10-K","2018-03-29","edgar/data/1266832/0001193125-18-101668.txt","edgar/data/1266832/0001193125-18-101668-index.html"
66296,1267238,"ASSURANT INC","10-K","2018-02-14","edgar/data/1267238/0001628280-18-001695.txt","edgar/data/1267238/0001628280-18-001695-index.html"
66345,1267332,"MERRILL LYNCH DEPOSITOR INC INDEXPLUS TRUST SERIES 2003-1","10-K","2018-03-21","edgar/data/1267332/0001174947-18-000434.txt","edgar/data/1267332/0001174947-18-000434-index.html"
66355,1267395,"ASPEN INSURANCE HOLDINGS LTD","10-K","2018-02-22","edgar/data/1267395/0001267395-18-000024.txt","edgar/data/1267395/0001267395-18-000024-index.html"
66418,1267426,"BCTC V ASSIGNOR CORP","10-K","2018-03-16","edgar/data/1267426/0001267426-18-000004.txt","edgar/data/1267426/0001267426-18-000004-index.html"
66443,1267565,"COLLEGIUM PHARMACEUTICAL, INC","10-K","2018-03-07","edgar/data/1267565/0001558370-18-001644.txt","edgar/data/1267565/0001558370-18-001644-index.html"
66473,1267602,"ALIMERA SCIENCES INC","10-K","2018-03-02","edgar/data/1267602/0001267602-18-000047.txt","edgar/data/1267602/0001267602-18-000047-index.html"
66526,1267753,"LEHMAN ABS CORP BCKD TR CRTS TOYS R US DB BCK SE 01-31","10-K","2018-03-29","edgar/data/1267753/0001193125-18-101755.txt","edgar/data/1267753/0001193125-18-101755-index.html"
66532,1267813,"MARINUS PHARMACEUTICALS INC","10-K","2018-03-07","edgar/data/1267813/0001558370-18-001587.txt","edgar/data/1267813/0001558370-18-001587-index.html"
66792,1269021,"PORTOLA PHARMACEUTICALS INC","10-K","2018-03-01","edgar/data/1269021/0001564590-18-004153.txt","edgar/data/1269021/0001564590-18-004153-index.html"
66818,1269026,"AMEDICA Corp","10-K","2018-03-29","edgar/data/1269026/0001493152-18-004186.txt","edgar/data/1269026/0001493152-18-004186-index.html"
66846,1269190,"EMERGING CTA PORTFOLIO LP","10-K","2018-03-28","edgar/data/1269190/0001193125-18-099242.txt","edgar/data/1269190/0001193125-18-099242-index.html"
66885,1269371,"STRUCTURED OBLIGATIONS CORP LONG TERM CERTS SER 2003-5","10-K","2018-03-29","edgar/data/1269371/0001068238-18-000089.txt","edgar/data/1269371/0001068238-18-000089-index.html"
66946,1269980,"CABCO TRUST FOR J.C. PENNEY DEBENTURES","10-K","2018-03-28","edgar/data/1269980/0001193125-18-098773.txt","edgar/data/1269980/0001193125-18-098773-index.html"
66960,1270073,"INTERCEPT PHARMACEUTICALS INC","10-K","2018-02-28","edgar/data/1270073/0001144204-18-011793.txt","edgar/data/1270073/0001144204-18-011793-index.html"
67024,1270436,"Cohen & Co Inc.","10-K","2018-03-08","edgar/data/1270436/0001270436-18-000003.txt","edgar/data/1270436/0001270436-18-000003-index.html"
